Lot,Wafer,Mask,TestSite,Name,Date,Row,Column,ErrorFlag,Error description,Analysis Wavelength,Rsq of Ref. spectrum (Nth),Max transmission of Ref. spec. (dB),Rsq of IV,I at -1V [A],I at 1V[A]
HY202103,D07,LION1,DCM_LMZC,MZMCTE_LULAB_450_500,2019-07-15 19:15:38,-1,-1,0,No Error,1550,0.9984335208014982,-7.706903457641602,0.9924750207157573,2.603237e-08,-0.006701705
HY202103,D07,LION1,DCM_LMZC,MZMCTE_LULAB_450_500,2019-07-15 19:21:45,-1,-3,0,No Error,1550,0.9972272301211585,-8.910146713256836,0.9925855526946208,4.890819e-08,-0.006328398
HY202103,D07,LION1,DCM_LMZC,MZMCTE_LULAB_450_500,2019-07-15 20:22:17,-1,3,0,No Error,1550,0.9971718109814895,-9.376518249511719,0.9925710880162192,4.591942e-08,-0.006375596
HY202103,D07,LION1,DCM_LMZC,MZMCTE_LULAB_450_500,2019-07-15 19:51:42,-3,-3,0,No Error,1550,0.9961624600163337,-8.18753433227539,0.992642945671886,5.465495e-08,-0.006316235
